offense_type,nibrs_class,month,count,rollavg_3month
"Destruction, damage, vandalism",290,2022-08-01,1819,1768
"Destruction, damage, vandalism",290,2022-09-01,1745,1787
"Destruction, damage, vandalism",290,2022-10-01,1770,1778
"Destruction, damage, vandalism",290,2022-11-01,1753,1756
"Destruction, damage, vandalism",290,2022-12-01,841,1455
Disorderly conduct,90C,2020-01-01,149,NA
Disorderly conduct,90C,2020-02-01,153,NA
Disorderly conduct,90C,2020-03-01,151,151
Disorderly conduct,90C,2020-04-01,162,155
Disorderly conduct,90C,2020-05-01,219,177
Disorderly conduct,90C,2020-06-01,193,191
Disorderly conduct,90C,2020-07-01,116,176
Disorderly conduct,90C,2020-08-01,175,161
Disorderly conduct,90C,2020-09-01,204,165
Disorderly conduct,90C,2020-10-01,159,179
Disorderly conduct,90C,2020-11-01,187,183
Disorderly conduct,90C,2020-12-01,182,176
Disorderly conduct,90C,2021-01-01,186,185
Disorderly conduct,90C,2021-02-01,127,165
Disorderly conduct,90C,2021-03-01,159,157
Disorderly conduct,90C,2021-04-01,211,166
Disorderly conduct,90C,2021-05-01,267,212
Disorderly conduct,90C,2021-06-01,217,232
Disorderly conduct,90C,2021-07-01,214,233
Disorderly conduct,90C,2021-08-01,220,217
Disorderly conduct,90C,2021-09-01,237,224
Disorderly conduct,90C,2021-10-01,234,230
Disorderly conduct,90C,2021-11-01,177,216
Disorderly conduct,90C,2021-12-01,277,229
Disorderly conduct,90C,2022-01-01,220,225
Disorderly conduct,90C,2022-02-01,172,223
Disorderly conduct,90C,2022-03-01,269,220
Disorderly conduct,90C,2022-04-01,255,232
Disorderly conduct,90C,2022-05-01,243,256
Disorderly conduct,90C,2022-06-01,178,225
Disorderly conduct,90C,2022-07-01,197,206
Disorderly conduct,90C,2022-08-01,206,194
Disorderly conduct,90C,2022-09-01,220,208
Disorderly conduct,90C,2022-10-01,221,216
Disorderly conduct,90C,2022-11-01,256,232
Disorderly conduct,90C,2022-12-01,144,207
Driving under the influence,90D,2020-01-01,683,NA
Driving under the influence,90D,2020-02-01,741,NA
Driving under the influence,90D,2020-03-01,628,684
Driving under the influence,90D,2020-04-01,393,587
Driving under the influence,90D,2020-05-01,679,567
Driving under the influence,90D,2020-06-01,573,548
Driving under the influence,90D,2020-07-01,563,605
Driving under the influence,90D,2020-08-01,601,579
Driving under the influence,90D,2020-09-01,589,584
Driving under the influence,90D,2020-10-01,683,624
Driving under the influence,90D,2020-11-01,697,656
Driving under the influence,90D,2020-12-01,678,686
Driving under the influence,90D,2021-01-01,713,696
Driving under the influence,90D,2021-02-01,577,656
Driving under the influence,90D,2021-03-01,736,675
Driving under the influence,90D,2021-04-01,734,682
Driving under the influence,90D,2021-05-01,724,731
Driving under the influence,90D,2021-06-01,570,676
Driving under the influence,90D,2021-07-01,563,619
Driving under the influence,90D,2021-08-01,613,582
Driving under the influence,90D,2021-09-01,554,577
Driving under the influence,90D,2021-10-01,593,587
Driving under the influence,90D,2021-11-01,559,569
Driving under the influence,90D,2021-12-01,567,573
Driving under the influence,90D,2022-01-01,519,548
Driving under the influence,90D,2022-02-01,496,527
Driving under the influence,90D,2022-03-01,559,525
Driving under the influence,90D,2022-04-01,517,524
Driving under the influence,90D,2022-05-01,503,526
Driving under the influence,90D,2022-06-01,440,487
Driving under the influence,90D,2022-07-01,478,474
Driving under the influence,90D,2022-08-01,456,458
Driving under the influence,90D,2022-09-01,472,469
Driving under the influence,90D,2022-10-01,527,485
Driving under the influence,90D,2022-11-01,419,473
Driving under the influence,90D,2022-12-01,218,388
Drug equipment violations,35B,2019-01-01,108,NA
Drug equipment violations,35B,2019-02-01,93,NA
Drug equipment violations,35B,2019-03-01,107,103
Drug equipment violations,35B,2019-04-01,90,97
Drug equipment violations,35B,2019-05-01,118,105
Drug equipment violations,35B,2019-06-01,119,109
Drug equipment violations,35B,2019-07-01,96,111
Drug equipment violations,35B,2019-08-01,106,107
Drug equipment violations,35B,2019-09-01,87,96
Drug equipment violations,35B,2019-10-01,79,91
Drug equipment violations,35B,2019-11-01,107,91
Drug equipment violations,35B,2019-12-01,80,89
Drug equipment violations,35B,2020-01-01,109,99
Drug equipment violations,35B,2020-02-01,76,88
Drug equipment violations,35B,2020-03-01,104,96
Drug equipment violations,35B,2020-04-01,109,96
Drug equipment violations,35B,2020-05-01,124,112
Drug equipment violations,35B,2020-06-01,90,108
Drug equipment violations,35B,2020-07-01,89,101
Drug equipment violations,35B,2020-08-01,116,98
Drug equipment violations,35B,2020-09-01,74,93
Drug equipment violations,35B,2020-10-01,106,99
Drug equipment violations,35B,2020-11-01,104,95
Drug equipment violations,35B,2020-12-01,104,105
Drug equipment violations,35B,2021-01-01,93,100
Drug equipment violations,35B,2021-02-01,76,91
Drug equipment violations,35B,2021-03-01,113,94
Drug equipment violations,35B,2021-04-01,137,109
Drug equipment violations,35B,2021-05-01,118,123
Drug equipment violations,35B,2021-06-01,101,119
Drug equipment violations,35B,2021-07-01,111,110
Drug equipment violations,35B,2021-08-01,77,96
Drug equipment violations,35B,2021-09-01,107,98
Drug equipment violations,35B,2021-10-01,123,102
Drug equipment violations,35B,2021-11-01,112,114
Drug equipment violations,35B,2021-12-01,138,124
Drug equipment violations,35B,2022-01-01,108,119
Drug equipment violations,35B,2022-02-01,156,134
Drug equipment violations,35B,2022-03-01,179,148
Drug equipment violations,35B,2022-04-01,102,146
Drug equipment violations,35B,2022-05-01,111,131
Drug equipment violations,35B,2022-06-01,112,108
Drug equipment violations,35B,2022-07-01,124,116
Drug equipment violations,35B,2022-08-01,125,120
Drug equipment violations,35B,2022-09-01,126,125
Drug equipment violations,35B,2022-10-01,113,121
Drug equipment violations,35B,2022-11-01,122,120
Drug equipment violations,35B,2022-12-01,25,87
"Drug, narcotic violations",35A,2019-01-01,878,NA
"Drug, narcotic violations",35A,2019-02-01,763,NA
"Drug, narcotic violations",35A,2019-03-01,925,855
"Drug, narcotic violations",35A,2019-04-01,799,829
"Drug, narcotic violations",35A,2019-05-01,767,830
"Drug, narcotic violations",35A,2019-06-01,729,765
"Drug, narcotic violations",35A,2019-07-01,706,734
"Drug, narcotic violations",35A,2019-08-01,736,724
"Drug, narcotic violations",35A,2019-09-01,718,720
"Drug, narcotic violations",35A,2019-10-01,757,737
"Drug, narcotic violations",35A,2019-11-01,635,703
"Drug, narcotic violations",35A,2019-12-01,619,670
"Drug, narcotic violations",35A,2020-01-01,657,637
"Drug, narcotic violations",35A,2020-02-01,641,639
"Drug, narcotic violations",35A,2020-03-01,636,645
"Drug, narcotic violations",35A,2020-04-01,603,627
"Drug, narcotic violations",35A,2020-05-01,877,705
"Drug, narcotic violations",35A,2020-06-01,484,655
"Drug, narcotic violations",35A,2020-07-01,502,621
"Drug, narcotic violations",35A,2020-08-01,603,530
"Drug, narcotic violations",35A,2020-09-01,626,577
"Drug, narcotic violations",35A,2020-10-01,735,655
"Drug, narcotic violations",35A,2020-11-01,713,691
"Drug, narcotic violations",35A,2020-12-01,682,710
"Drug, narcotic violations",35A,2021-01-01,739,711
"Drug, narcotic violations",35A,2021-02-01,568,663
"Drug, narcotic violations",35A,2021-03-01,809,705
"Drug, narcotic violations",35A,2021-04-01,750,709
"Drug, narcotic violations",35A,2021-05-01,680,746
"Drug, narcotic violations",35A,2021-06-01,706,712
"Drug, narcotic violations",35A,2021-07-01,706,697
"Drug, narcotic violations",35A,2021-08-01,607,673
"Drug, narcotic violations",35A,2021-09-01,623,645
"Drug, narcotic violations",35A,2021-10-01,661,630
"Drug, narcotic violations",35A,2021-11-01,587,624
"Drug, narcotic violations",35A,2021-12-01,614,621
"Drug, narcotic violations",35A,2022-01-01,609,603
"Drug, narcotic violations",35A,2022-02-01,664,629
"Drug, narcotic violations",35A,2022-03-01,722,665
"Drug, narcotic violations",35A,2022-04-01,716,701
"Drug, narcotic violations",35A,2022-05-01,670,703
"Drug, narcotic violations",35A,2022-06-01,604,663
"Drug, narcotic violations",35A,2022-07-01,739,671
"Drug, narcotic violations",35A,2022-08-01,702,682
"Drug, narcotic violations",35A,2022-09-01,643,695
"Drug, narcotic violations",35A,2022-10-01,731,692
"Drug, narcotic violations",35A,2022-11-01,629,668
"Drug, narcotic violations",35A,2022-12-01,238,533
Drunkenness,90E,2020-01-01,93,NA
Drunkenness,90E,2020-02-01,72,NA
Drunkenness,90E,2020-03-01,94,86
Drunkenness,90E,2020-04-01,74,80
Drunkenness,90E,2020-05-01,92,87
Drunkenness,90E,2020-06-01,66,77
Drunkenness,90E,2020-07-01,56,71
Drunkenness,90E,2020-08-01,62,61
Drunkenness,90E,2020-09-01,70,63
Drunkenness,90E,2020-10-01,76,69
Drunkenness,90E,2020-11-01,71,72
Drunkenness,90E,2020-12-01,54,67
Drunkenness,90E,2021-01-01,62,62
Drunkenness,90E,2021-02-01,51,56
Drunkenness,90E,2021-03-01,51,55
Drunkenness,90E,2021-04-01,12,38
Drunkenness,90E,2021-05-01,16,26
Drunkenness,90E,2021-06-01,35,21
Drunkenness,90E,2021-07-01,36,29
Drunkenness,90E,2021-08-01,26,32
Drunkenness,90E,2021-09-01,13,25
Drunkenness,90E,2021-10-01,22,20
Drunkenness,90E,2021-11-01,13,16
Drunkenness,90E,2021-12-01,55,30
Drunkenness,90E,2022-01-01,13,27
Drunkenness,90E,2022-02-01,28,32
Drunkenness,90E,2022-03-01,18,20
Drunkenness,90E,2022-04-01,9,18
Drunkenness,90E,2022-05-01,14,14
Drunkenness,90E,2022-06-01,6,10
Drunkenness,90E,2022-07-01,6,9
Drunkenness,90E,2022-08-01,25,12
Drunkenness,90E,2022-09-01,32,21
Drunkenness,90E,2022-10-01,17,25
Drunkenness,90E,2022-11-01,18,22
Drunkenness,90E,2022-12-01,1,12
Embezzlement,270,2019-01-01,44,NA
Embezzlement,270,2019-02-01,40,NA
Embezzlement,270,2019-03-01,29,38
Embezzlement,270,2019-04-01,61,43
Embezzlement,270,2019-05-01,34,41
Embezzlement,270,2019-06-01,46,47
Embezzlement,270,2019-07-01,44,41
Embezzlement,270,2019-08-01,63,51
Embezzlement,270,2019-09-01,46,51
Embezzlement,270,2019-10-01,57,55
Embezzlement,270,2019-11-01,46,50
Embezzlement,270,2019-12-01,40,48
Embezzlement,270,2020-01-01,43,43
Embezzlement,270,2020-02-01,39,41
Embezzlement,270,2020-03-01,25,36
Embezzlement,270,2020-04-01,21,28
Embezzlement,270,2020-05-01,24,23
Embezzlement,270,2020-06-01,28,24
Embezzlement,270,2020-07-01,17,23
Embezzlement,270,2020-08-01,22,22
Embezzlement,270,2020-09-01,27,22
Embezzlement,270,2020-10-01,29,26
Embezzlement,270,2020-11-01,28,28
Embezzlement,270,2020-12-01,22,26
Embezzlement,270,2021-01-01,25,25
Embezzlement,270,2021-02-01,18,22
Embezzlement,270,2021-03-01,20,21
Embezzlement,270,2021-04-01,23,20
Embezzlement,270,2021-05-01,19,21
Embezzlement,270,2021-06-01,18,20
Embezzlement,270,2021-07-01,14,17
Embezzlement,270,2021-08-01,25,19
Embezzlement,270,2021-09-01,24,21
Embezzlement,270,2021-10-01,17,22
Embezzlement,270,2021-11-01,20,20
Embezzlement,270,2021-12-01,22,20
Embezzlement,270,2022-01-01,30,24
Embezzlement,270,2022-02-01,20,24
Embezzlement,270,2022-03-01,35,28
Embezzlement,270,2022-04-01,22,26
Embezzlement,270,2022-05-01,23,27
Embezzlement,270,2022-06-01,30,25
Embezzlement,270,2022-07-01,31,28
Embezzlement,270,2022-08-01,13,25
Embezzlement,270,2022-09-01,17,20
Embezzlement,270,2022-10-01,13,14
Embezzlement,270,2022-11-01,14,15
Embezzlement,270,2022-12-01,5,11
"Extortion, Blackmail",210,2019-01-01,16,NA
"Extortion, Blackmail",210,2019-02-01,12,NA
"Extortion, Blackmail",210,2019-03-01,10,13
"Extortion, Blackmail",210,2019-04-01,19,14
"Extortion, Blackmail",210,2019-05-01,16,15
"Extortion, Blackmail",210,2019-06-01,11,15
"Extortion, Blackmail",210,2019-07-01,27,18
"Extortion, Blackmail",210,2019-08-01,21,20
"Extortion, Blackmail",210,2019-09-01,20,23
"Extortion, Blackmail",210,2019-10-01,16,19
"Extortion, Blackmail",210,2019-11-01,11,16
"Extortion, Blackmail",210,2019-12-01,5,11
"Extortion, Blackmail",210,2020-01-01,9,8
"Extortion, Blackmail",210,2020-02-01,17,10
"Extortion, Blackmail",210,2020-03-01,10,12
"Extortion, Blackmail",210,2020-04-01,25,17
"Extortion, Blackmail",210,2020-05-01,19,18
"Extortion, Blackmail",210,2020-06-01,18,21
"Extortion, Blackmail",210,2020-07-01,22,20
"Extortion, Blackmail",210,2020-08-01,10,17
"Extortion, Blackmail",210,2020-09-01,26,19
"Extortion, Blackmail",210,2020-10-01,9,15
"Extortion, Blackmail",210,2020-11-01,16,17
"Extortion, Blackmail",210,2020-12-01,13,13
"Extortion, Blackmail",210,2021-01-01,18,16
"Extortion, Blackmail",210,2021-02-01,14,15
"Extortion, Blackmail",210,2021-03-01,23,18
"Extortion, Blackmail",210,2021-04-01,14,17
"Extortion, Blackmail",210,2021-05-01,15,17
"Extortion, Blackmail",210,2021-06-01,24,18
"Extortion, Blackmail",210,2021-07-01,15,18
"Extortion, Blackmail",210,2021-08-01,20,20
"Extortion, Blackmail",210,2021-09-01,18,18
"Extortion, Blackmail",210,2021-10-01,13,17
"Extortion, Blackmail",210,2021-11-01,15,15
"Extortion, Blackmail",210,2021-12-01,22,17
"Extortion, Blackmail",210,2022-01-01,24,20
"Extortion, Blackmail",210,2022-02-01,22,23
"Extortion, Blackmail",210,2022-03-01,26,24
"Extortion, Blackmail",210,2022-04-01,25,24
"Extortion, Blackmail",210,2022-05-01,13,21
"Extortion, Blackmail",210,2022-06-01,20,19
"Extortion, Blackmail",210,2022-07-01,32,22
"Extortion, Blackmail",210,2022-08-01,38,30
"Extortion, Blackmail",210,2022-09-01,29,33
"Extortion, Blackmail",210,2022-10-01,23,30
"Extortion, Blackmail",210,2022-11-01,31,28
"Extortion, Blackmail",210,2022-12-01,19,24
"False pretenses, swindle",26A,2019-01-01,239,NA
"False pretenses, swindle",26A,2019-02-01,210,NA
"False pretenses, swindle",26A,2019-03-01,224,224
"False pretenses, swindle",26A,2019-04-01,253,229
"False pretenses, swindle",26A,2019-05-01,268,248
"False pretenses, swindle",26A,2019-06-01,226,249
"False pretenses, swindle",26A,2019-07-01,264,253
"False pretenses, swindle",26A,2019-08-01,323,271
"False pretenses, swindle",26A,2019-09-01,292,293
"False pretenses, swindle",26A,2019-10-01,293,303
"False pretenses, swindle",26A,2019-11-01,252,279
"False pretenses, swindle",26A,2019-12-01,215,253
"False pretenses, swindle",26A,2020-01-01,232,233
"False pretenses, swindle",26A,2020-02-01,240,229
"False pretenses, swindle",26A,2020-03-01,191,221
"False pretenses, swindle",26A,2020-04-01,163,198
"False pretenses, swindle",26A,2020-05-01,161,172
"False pretenses, swindle",26A,2020-06-01,182,169
"False pretenses, swindle",26A,2020-07-01,181,175
"False pretenses, swindle",26A,2020-08-01,177,180
"False pretenses, swindle",26A,2020-09-01,189,182
"False pretenses, swindle",26A,2020-10-01,160,175
"False pretenses, swindle",26A,2020-11-01,173,174
"False pretenses, swindle",26A,2020-12-01,176,170
"False pretenses, swindle",26A,2021-01-01,205,185
"False pretenses, swindle",26A,2021-02-01,155,179
"False pretenses, swindle",26A,2021-03-01,211,190
"False pretenses, swindle",26A,2021-04-01,232,199
"False pretenses, swindle",26A,2021-05-01,183,209
"False pretenses, swindle",26A,2021-06-01,220,212
"False pretenses, swindle",26A,2021-07-01,179,194
"False pretenses, swindle",26A,2021-08-01,188,196
"False pretenses, swindle",26A,2021-09-01,190,186
"False pretenses, swindle",26A,2021-10-01,173,184
"False pretenses, swindle",26A,2021-11-01,164,176
"False pretenses, swindle",26A,2021-12-01,172,170
"False pretenses, swindle",26A,2022-01-01,245,194
"False pretenses, swindle",26A,2022-02-01,212,210
"False pretenses, swindle",26A,2022-03-01,219,225
"False pretenses, swindle",26A,2022-04-01,229,220
"False pretenses, swindle",26A,2022-05-01,213,220
"False pretenses, swindle",26A,2022-06-01,213,218
"False pretenses, swindle",26A,2022-07-01,232,219
"False pretenses, swindle",26A,2022-08-01,228,224
"False pretenses, swindle",26A,2022-09-01,208,223
"False pretenses, swindle",26A,2022-10-01,186,207
"False pretenses, swindle",26A,2022-11-01,143,179
"False pretenses, swindle",26A,2022-12-01,74,134
"Family offenses, no violence",90F,2020-01-01,32,NA
"Family offenses, no violence",90F,2020-02-01,50,NA
"Family offenses, no violence",90F,2020-03-01,68,50
"Family offenses, no violence",90F,2020-04-01,56,58
"Family offenses, no violence",90F,2020-05-01,66,63
"Family offenses, no violence",90F,2020-06-01,41,54
"Family offenses, no violence",90F,2020-07-01,36,48
"Family offenses, no violence",90F,2020-08-01,54,44
"Family offenses, no violence",90F,2020-09-01,35,42
"Family offenses, no violence",90F,2020-10-01,55,48
"Family offenses, no violence",90F,2020-11-01,39,43
"Family offenses, no violence",90F,2020-12-01,33,42
"Family offenses, no violence",90F,2021-01-01,32,35
"Family offenses, no violence",90F,2021-02-01,34,33
"Family offenses, no violence",90F,2021-03-01,42,36
"Family offenses, no violence",90F,2021-04-01,40,39
"Family offenses, no violence",90F,2021-05-01,45,42
"Family offenses, no violence",90F,2021-06-01,52,46
"Family offenses, no violence",90F,2021-07-01,61,53
"Family offenses, no violence",90F,2021-08-01,40,51
"Family offenses, no violence",90F,2021-09-01,48,50
"Family offenses, no violence",90F,2021-10-01,61,50
"Family offenses, no violence",90F,2021-11-01,32,47
"Family offenses, no violence",90F,2021-12-01,53,49
"Family offenses, no violence",90F,2022-01-01,37,41
"Family offenses, no violence",90F,2022-02-01,43,44
"Family offenses, no violence",90F,2022-03-01,49,43
"Family offenses, no violence",90F,2022-04-01,47,46
"Family offenses, no violence",90F,2022-05-01,45,47
"Family offenses, no violence",90F,2022-06-01,54,49
"Family offenses, no violence",90F,2022-07-01,52,50
"Family offenses, no violence",90F,2022-08-01,55,54
"Family offenses, no violence",90F,2022-09-01,60,56
"Family offenses, no violence",90F,2022-10-01,42,52
"Family offenses, no violence",90F,2022-11-01,39,47
"Family offenses, no violence",90F,2022-12-01,39,40
Forcible fondling,11D,2019-01-01,48,NA
Forcible fondling,11D,2019-02-01,46,NA
Forcible fondling,11D,2019-03-01,58,51
Forcible fondling,11D,2019-04-01,60,55
Forcible fondling,11D,2019-05-01,42,53
Forcible fondling,11D,2019-06-01,41,48
Forcible fondling,11D,2019-07-01,56,46
Forcible fondling,11D,2019-08-01,43,47
Forcible fondling,11D,2019-09-01,48,49
Forcible fondling,11D,2019-10-01,54,48
Forcible fondling,11D,2019-11-01,49,50
Forcible fondling,11D,2019-12-01,42,48
Forcible fondling,11D,2020-01-01,46,46
Forcible fondling,11D,2020-02-01,43,44
Forcible fondling,11D,2020-03-01,40,43
Forcible fondling,11D,2020-04-01,33,39
Forcible fondling,11D,2020-05-01,51,41
Forcible fondling,11D,2020-06-01,51,45
Forcible fondling,11D,2020-07-01,41,48
Forcible fondling,11D,2020-08-01,55,49
Forcible fondling,11D,2020-09-01,45,47
Forcible fondling,11D,2020-10-01,48,49
Forcible fondling,11D,2020-11-01,38,44
Forcible fondling,11D,2020-12-01,29,38
Forcible fondling,11D,2021-01-01,31,33
Forcible fondling,11D,2021-02-01,45,35
Forcible fondling,11D,2021-03-01,58,45
Forcible fondling,11D,2021-04-01,44,49
Forcible fondling,11D,2021-05-01,68,57
Forcible fondling,11D,2021-06-01,59,57
Forcible fondling,11D,2021-07-01,41,56
Forcible fondling,11D,2021-08-01,41,47
Forcible fondling,11D,2021-09-01,40,41
Forcible fondling,11D,2021-10-01,52,44
Forcible fondling,11D,2021-11-01,31,41
Forcible fondling,11D,2021-12-01,30,38
Forcible fondling,11D,2022-01-01,39,33
Forcible fondling,11D,2022-02-01,32,34
Forcible fondling,11D,2022-03-01,48,40
Forcible fondling,11D,2022-04-01,52,44
Forcible fondling,11D,2022-05-01,45,48
Forcible fondling,11D,2022-06-01,49,49
Forcible fondling,11D,2022-07-01,44,46
Forcible fondling,11D,2022-08-01,47,47
Forcible fondling,11D,2022-09-01,22,38
Forcible fondling,11D,2022-10-01,40,36
Forcible fondling,11D,2022-11-01,41,34
Forcible fondling,11D,2022-12-01,9,30
Forcible rape,11A,2019-01-01,60,NA
Forcible rape,11A,2019-02-01,60,NA
Forcible rape,11A,2019-03-01,68,63
Forcible rape,11A,2019-04-01,71,66
Forcible rape,11A,2019-05-01,63,67
Forcible rape,11A,2019-06-01,70,68
Forcible rape,11A,2019-07-01,75,69
Forcible rape,11A,2019-08-01,78,74
Forcible rape,11A,2019-09-01,61,71
Forcible rape,11A,2019-10-01,72,70
Forcible rape,11A,2019-11-01,56,63
Forcible rape,11A,2019-12-01,53,60
Forcible rape,11A,2020-01-01,61,57
Forcible rape,11A,2020-02-01,63,59
Forcible rape,11A,2020-03-01,61,62
Forcible rape,11A,2020-04-01,53,59
Forcible rape,11A,2020-05-01,62,59
Forcible rape,11A,2020-06-01,75,63
Forcible rape,11A,2020-07-01,63,67
Forcible rape,11A,2020-08-01,51,63
Forcible rape,11A,2020-09-01,57,57
Forcible rape,11A,2020-10-01,50,53
Forcible rape,11A,2020-11-01,55,54
Forcible rape,11A,2020-12-01,45,50
Forcible rape,11A,2021-01-01,52,51
Forcible rape,11A,2021-02-01,52,50
Forcible rape,11A,2021-03-01,75,60
Forcible rape,11A,2021-04-01,55,61
Forcible rape,11A,2021-05-01,66,65
Forcible rape,11A,2021-06-01,68,63
Forcible rape,11A,2021-07-01,43,59
Forcible rape,11A,2021-08-01,49,53
Forcible rape,11A,2021-09-01,47,46
Forcible rape,11A,2021-10-01,60,52
Forcible rape,11A,2021-11-01,57,55
Forcible rape,11A,2021-12-01,40,52
Forcible rape,11A,2022-01-01,51,49
Forcible rape,11A,2022-02-01,55,49
Forcible rape,11A,2022-03-01,50,52
Forcible rape,11A,2022-04-01,50,52
Forcible rape,11A,2022-05-01,65,55
Forcible rape,11A,2022-06-01,39,51
Forcible rape,11A,2022-07-01,58,54
Forcible rape,11A,2022-08-01,48,48
Forcible rape,11A,2022-09-01,43,50
Forcible rape,11A,2022-10-01,59,50
Forcible rape,11A,2022-11-01,62,55
Forcible rape,11A,2022-12-01,19,47
Forcible sodomy,11B,2019-01-01,35,NA
Forcible sodomy,11B,2019-02-01,34,NA
Forcible sodomy,11B,2019-03-01,36,35
Forcible sodomy,11B,2019-04-01,45,38
Forcible sodomy,11B,2019-05-01,29,37
Forcible sodomy,11B,2019-06-01,44,39
Forcible sodomy,11B,2019-07-01,37,37
Forcible sodomy,11B,2019-08-01,39,40
Forcible sodomy,11B,2019-09-01,46,41
Forcible sodomy,11B,2019-10-01,36,40
Forcible sodomy,11B,2019-11-01,47,43
Forcible sodomy,11B,2019-12-01,27,37
Forcible sodomy,11B,2020-01-01,38,37
Forcible sodomy,11B,2020-02-01,30,32
Forcible sodomy,11B,2020-03-01,46,38
Forcible sodomy,11B,2020-04-01,43,40
Forcible sodomy,11B,2020-05-01,36,42
Forcible sodomy,11B,2020-06-01,33,37
Forcible sodomy,11B,2020-07-01,35,35
Forcible sodomy,11B,2020-08-01,40,36
Forcible sodomy,11B,2020-09-01,28,34
Forcible sodomy,11B,2020-10-01,37,35
Forcible sodomy,11B,2020-11-01,25,30
Forcible sodomy,11B,2020-12-01,30,31
Forcible sodomy,11B,2021-01-01,50,35
Forcible sodomy,11B,2021-02-01,28,36
Forcible sodomy,11B,2021-03-01,56,45
Forcible sodomy,11B,2021-04-01,53,46
Forcible sodomy,11B,2021-05-01,39,49
Forcible sodomy,11B,2021-06-01,32,41
Forcible sodomy,11B,2021-07-01,36,36
Forcible sodomy,11B,2021-08-01,47,38
Forcible sodomy,11B,2021-09-01,45,43
Forcible sodomy,11B,2021-10-01,40,44
Forcible sodomy,11B,2021-11-01,31,39
Forcible sodomy,11B,2021-12-01,31,34
Forcible sodomy,11B,2022-01-01,36,33
Forcible sodomy,11B,2022-02-01,35,34
Forcible sodomy,11B,2022-03-01,41,37
Forcible sodomy,11B,2022-04-01,35,37
Forcible sodomy,11B,2022-05-01,41,39
Forcible sodomy,11B,2022-06-01,31,36
Forcible sodomy,11B,2022-07-01,36,36
Forcible sodomy,11B,2022-08-01,38,35
Forcible sodomy,11B,2022-09-01,39,38
Forcible sodomy,11B,2022-10-01,31,36
Forcible sodomy,11B,2022-11-01,59,43
Forcible sodomy,11B,2022-12-01,21,37
From coin-operated machine or device,23E,2019-01-01,10,NA
From coin-operated machine or device,23E,2019-02-01,5,NA
From coin-operated machine or device,23E,2019-03-01,17,11
From coin-operated machine or device,23E,2019-04-01,15,12
From coin-operated machine or device,23E,2019-05-01,13,15
From coin-operated machine or device,23E,2019-06-01,8,12
From coin-operated machine or device,23E,2019-07-01,17,13
From coin-operated machine or device,23E,2019-08-01,25,17
From coin-operated machine or device,23E,2019-09-01,22,21
From coin-operated machine or device,23E,2019-10-01,9,19
From coin-operated machine or device,23E,2019-11-01,18,16
From coin-operated machine or device,23E,2019-12-01,21,16
From coin-operated machine or device,23E,2020-01-01,17,19
From coin-operated machine or device,23E,2020-02-01,22,20
From coin-operated machine or device,23E,2020-03-01,16,18
From coin-operated machine or device,23E,2020-04-01,16,18
From coin-operated machine or device,23E,2020-05-01,17,16
From coin-operated machine or device,23E,2020-06-01,23,19
From coin-operated machine or device,23E,2020-07-01,40,27
From coin-operated machine or device,23E,2020-08-01,30,31
From coin-operated machine or device,23E,2020-09-01,16,29
From coin-operated machine or device,23E,2020-10-01,15,20
From coin-operated machine or device,23E,2020-11-01,11,14
From coin-operated machine or device,23E,2020-12-01,3,10
From coin-operated machine or device,23E,2021-01-01,12,9
From coin-operated machine or device,23E,2021-02-01,9,8
From coin-operated machine or device,23E,2021-03-01,5,9
From coin-operated machine or device,23E,2021-04-01,6,7
From coin-operated machine or device,23E,2021-05-01,8,6
From coin-operated machine or device,23E,2021-06-01,11,8
From coin-operated machine or device,23E,2021-07-01,6,8
From coin-operated machine or device,23E,2021-08-01,1,6
From coin-operated machine or device,23E,2021-09-01,10,6
From coin-operated machine or device,23E,2021-10-01,8,6
From coin-operated machine or device,23E,2021-11-01,18,12
From coin-operated machine or device,23E,2021-12-01,14,13
From coin-operated machine or device,23E,2022-01-01,4,12
From coin-operated machine or device,23E,2022-02-01,3,7
From coin-operated machine or device,23E,2022-03-01,6,4
From coin-operated machine or device,23E,2022-04-01,7,5
From coin-operated machine or device,23E,2022-05-01,4,6
From coin-operated machine or device,23E,2022-06-01,12,8
From coin-operated machine or device,23E,2022-07-01,6,7
From coin-operated machine or device,23E,2022-08-01,8,9
From coin-operated machine or device,23E,2022-09-01,10,8
From coin-operated machine or device,23E,2022-10-01,14,11
From coin-operated machine or device,23E,2022-11-01,13,12
From coin-operated machine or device,23E,2022-12-01,6,11
Gambling equipment violations,39C,2019-02-01,1,NA
Gambling equipment violations,39C,2019-04-01,1,NA
Gambling equipment violations,39C,2019-05-01,2,1
Gambling equipment violations,39C,2019-06-01,1,1
Gambling equipment violations,39C,2019-07-01,1,1
Gambling equipment violations,39C,2019-08-01,2,1
Gambling equipment violations,39C,2019-09-01,1,1
Gambling equipment violations,39C,2019-10-01,5,3
Gambling equipment violations,39C,2019-11-01,1,2
Gambling equipment violations,39C,2019-12-01,1,2
Gambling equipment violations,39C,2020-01-01,2,1
Gambling equipment violations,39C,2020-02-01,3,2
Gambling equipment violations,39C,2020-03-01,1,2
Gambling equipment violations,39C,2020-04-01,2,2
Gambling equipment violations,39C,2020-06-01,1,1
Gambling equipment violations,39C,2020-07-01,1,1
Gambling equipment violations,39C,2020-08-01,1,1
Gambling equipment violations,39C,2020-09-01,3,2
